Model Name,Date,Price,Information,Capacity
판매(안전) 아이폰15프로맥스 1테라 자급제 내츄럴티타늄,2024-06-09 16:56:00,1690000,"집에서만 사용한 아이폰15프로맥스 1테라 판매합니다.
배터리 100%이며 기스,찍힘 이런거 일체없습니다. 풀박스이며 카메라 테두리에 기스나는게 싫어서 카메라보호렌즈 븥이고 강화유리 액정필름도 2만원짜리 붙여져 있습니다.
자급제라 그냥 유심만 넣으시고 사용하시면 됩니다.
직접오실 경우에만 네고해 드립니다. 연락주세요.",Unknown
판매(안전) 아이폰12미니 그린 128기가 아주깔끔,2024-06-09 16:48:00,270000,"아이폰12미니 그린 128기가 아주깔끔
사진보시면 테두리 아주 약 사용감정도라 상태 조와요
필름 붙여드리고 케이스드려요 기능문제 전혀 없어요
산본 직거래가능 택배가능 비용은 별도 (4,000원)
01021977656 (택배비4천원별도) 5시이전은 빠른택배 당일 발송가능 5시이후는 cj대한통운 발송가능합니다",128기가
판매(안전) 아이폰15 프로 256gb 네추럴 미개봉,2024-06-09 16:43:00,1380000,"얼마전에 업무용으로 sk에서 개통하였으나 필요가 없게되어 판매합니다 유심 넣고 사용하시면 됩니다 사은품으로 받은 투명케이스 및 보호필름 같이 드립니다
직거래 목포입니다 안전거래 가능합니다",Unknown
판매(안전) 아이폰13미니 아주깔끔 블랙 128기가,2024-06-09 16:25:00,380000,"아이폰13미니 아주깔끔 블랙 128기가
테두리 아주 약 사용감뿐 사진참고
잔상 없어요
필름 붙여드려요 케이스 드려요
모든 통신사 유심너으면 바로 사용되세요 기능문제 없습니다
직거래 산본동 가능 택배도 가능합니다 택배비별도로 가능해요 퀵도 가능 01021977656
(택배비4천원별도) 5시이전은 빠른택배 당일 배송 가능 합니다 5시이후는 cj대한통운으로 가능합니다",128기가
판매(안전) [팝니다] 아이폰15프로 블랙 256 자급제,2024-06-09 16:24:00,1290000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────


1. 구매시기 3월 초
2. 사용기간 3개월
3. 자급제, 통신사3사, 선택약정 가능
4. 풀박스 구성품 사용안함
5. 갤럭시 변경으로 판매합니다
6. 궁금한점 있으시면 연락주세요 :)
7. 애플케어 가입X
8. 이유있는 네고 가능합니다
9. 중고거래 특성상 거래 후 취소, 반품 안됩니다
10. 경상북도 구미 입니다
포멧완료!",Unknown
판매(안전) 아이폰xs max 골드64G,2024-06-09 16:24:00,180000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰15프로 256기가 팝니다,2024-06-09 16:22:00,1350000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────


아이폰15프로 256기가 팝니다
10일정도 사용한겁니다
그래도 중고 제품이니 사진 확인 하시고
구입하실분 연락 주세요
직접 보실곳은 부산 입니다
010 6834 42공팔",256기가
판매(안전) 아이폰 15 프로맥스 256G 블랙티타늄 자급제 미개봉,2024-06-09 16:13:00,1650000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 15프로맥스 256G 내추럴티타늄 단순개봉,2024-06-09 16:12:00,1550000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰11프로맥스 ss급,2024-06-09 16:10:00,340000,"아이폰11프로맥스 ss급 64기가
ss급 테두리 약 기스정도뿐 필름 붙여드려요 케이스 드려요 카메라조와서 촬영용도로도 아주조와요
'패이스아이디 안되요 쓰시는데 지장 없어요
상태 아주 깨긋합니다
모든 통신사 유심너으면 바로 사용되세요 기능문제 없습니다
직거래 조와요 택배도 가능합니다 택배비별도로 가능해요 퀵도 가능 01021977656
(택배비4천원별도) 5시이전은 빠른택배 당일 배송 가능 합니다 5시이후는 cj대한통운으로 가능합니다",64기가
판매(안전) [배터리99%]아이폰SE2무상AS90일가능[김포][중고폰],2024-06-09 16:09:00,199000,"♥-안녕하세요[김포][풍무동][중고폰]입니다!♥
♥기능검수 침수검수 총10회실시중♥
♥항상 진실되게 판매하겠습니다♥
※직통:010-3033-1558※
☎휴대폰 010-3033-1558
＊직거래위치＊
→경기도 김포시 유현로238번길28[풍무동빈첸빌딩2층][중고나라]
상품명- 아이폰SE2 배터리100%
색상- 블랙/골드/래드/핑크
용량- 64G/128G
상태- A급양호파손없음100%
잔상-무잔상기능하자없음100%
해지-정상해지
구성- 기기단품+[기본구성품]소진시~
●SK,LG+U,KT,알뜰폰,선불폰 호환개통
●택배거래&직거래 가능
●대량구매시 할인가능
●중고품의 특성상 단순변심,고객 부주의에 의한 구매취소,환불 불가
●분실폰 100% 환불가능
●기능상 문제로 인한 AS,교품 7일이내 가능
[안전거래]중나앱연동>상품업로드>링크발송>상품확인>상품발송
[링크수발신] 010-3033-1558 중고폰추천
☎휴대폰 010-3033-1558 대량구매/업체/소매/도매문의주세요^^
#중고폰추천#감정동중고폰#걸포동중고폰#고촌읍중고폰#구래동중고폰#대곶면중고폰
#마산동중고폰#북변동중고폰#사우동중고폰#양촌읍중고폰#운양동중고폰#월곶면중고폰
#장기동중고폰#통진읍중고폰#풍무동중고폰#하성면중고폰#아라동중고폰#검단중고폰#
#김포본동중고폰#원당동중고폰#감정동중고폰#중고폰추천매장#중고폰사고팔때#중고폰매장추천
#김포중고폰수리점#중고폰할인매장#리퍼폰#자급제폰#학생폰#어르신폰#김포중고폰할인매장
#김포공항역중고폰#중고폰가게#중고폰도매#중고폰소매#중고폰수출#중고폰대량판매",64G
판매(안전) 아이폰7 매트블랙 32GB 12만 19198 수원,2024-06-09 16:08:00,120000,"1.제품 >아이폰7 매트블랙 32GB 12만 19198 수원
2.제품번호 >> 19198 (구매시 꼭 제품번호 말씀해주세요)
3.통신사 > 공용 (정상해지,호환가능,25%요금할인 )
4.가격 > 12만
5.특이사항 > 외관(사진첨부)/기능문제(없음)/
6.거래방법 >
-> 택배거래 (구매자부담)
-> 직거래 (인계동)
-> 퀵/탁송거래 OK (구매자부담)
-> 연락처 : 010 7419 8506 수원",32GB
판매(안전) 아이폰 15 프로맥스 256G 블랙티타늄 자급제 미개봉,2024-06-09 16:06:00,1650000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 15프로맥스 256G 내추럴티타늄 단순개봉,2024-06-09 16:04:00,1550000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 15 프로맥스 256G 블랙티타늄 자급제 미개봉,2024-06-09 15:41:00,1650000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 15프로맥스 256G 내추럴티타늄 단순개봉,2024-06-09 15:40:00,1550000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰15 프로 맥스 256 블랙 팝니다,2024-06-09 15:36:00,1430000,"보증기간 25/05/22 실사용 2주 SKT로 개통했습니다
액정 강화유리 카메라 강화유리 후면 필름 부착 했습미다 확정기변 한 상태입니다 요금할인 25% 가능합니다 구성품 박스 케이블(미사용) 직거래는 서울 강동구 지역만 가능합니다 연락 문자 주세요
※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 15 프로맥스 256G 블랙티타늄 자급제 미개봉,2024-06-09 14:52:00,1650000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 15프로맥스 256G 내추럴티타늄 단순개봉,2024-06-09 14:51:00,1550000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 xR 128기가 코랄. 새제품급,2024-06-09 14:38:00,390000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────


리퍼 미사용 아이폰 입니다
XR, 128기가, 코랄색상 입니다
iOS16이며 초기필름 부착 상태입니다
박스도 있으나 구성품은 없는 상태입니다
정상 개통 가능한 공기계입니다
직거래는 일산역, 택배거래는 우체국 입니다
문자주세요",128기가
판매(안전) 아이폰 15 프로맥스 256G 블랙티타늄 자급제 미개봉,2024-06-09 14:27:00,1650000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 15프로맥스 256G 내추럴티타늄 단순개봉,2024-06-09 14:26:00,1550000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이픈 12 PRO 128GB 그라파이트 풀박스 팝니다,2024-06-09 14:20:00,430000,"아이폰 12 PRO 풀박스 입니다 구성품은 다있습니다
상단하고 하부에 사진에서 보시다시피 살짝 찍힘 있습니다.
그외에 특이사항은 잘안보입니다
가격 43만원에 팝니다
안양 병목안로 61 직거래 or 택배거래 가능합니다",Unknown
판매(안전) A2628] 아이폰 13미니 핑크 128G S급 40만원 사은품포함/09010,2024-06-09 14:02:00,400000,"제품정보 여우폰
＠ 모델명 : 아이폰 13미니 / A2628 / 128G / 82%
＠ 색상: 핑크
＠ 판매가격 : 40만원 (사은품포함가격)
＠ 호환 통신사 : 쓰던 유심 그대로 [LTE or 선불 or 알뜰유심] 등 모든 유심 사용가능 / 25% 선택 약정 가능
＠ 구성품 : 기기 + 사은품
제품설명
＠ 상태 : S급으로 잔상없으며 최상의 컨디션인 제품으로 초등학생, 부모님 선물용으로도 추천드립니다
아래 보정 없이 직접 찍은 하단 사진 참조 해주세요
.............[제품 번호 - 09010]
＠ 사은품 : 젤리케이스,일반 강화유리, 유심핀 (안전결재 시 사은품X)
＠ 데이터 이전 : 문자,사진,카톡,어플 등-무료로 모든 데이터 이전
＠ 중고폰 매입 : 기존 중고폰 최고가로 매입 해드립니다(깨지고 고장난 폰도 가능합니다)
＠ 유심 개통 : 선불유심, 알뜰유심 개통 가능합니다
＠ 거래방식 : 택배거래 or 퀵 or 안전결재 시에는 꼭 문의 (수수료는 구매자 부담) / 배송비별도
정보
＠ 주소 및 영업시간 : 서울시 중랑구 면목동 383-23번지 편의점 2층 ""여우폰""
＠ 문의 전화 : 010- 9017 - 8851
＠ 카카오톡 ID: foxphone 또는 모바일전용 카카오 상담 (클릭)
(댓글과 쪽지는 잘 확인 못하니 전화 or 문자 or 카카오톡 연락 부탁드려요)
-늦은 시간에도 문자나 카톡 남겨주시면 다음날 오전에 연락드립니다-
게임용 or 센터판(삼성정식 리퍼폰 풀박스) 제품도 가능하며 별도 문의 부탁드립니다
다른 제품 더 보러 가기
＠ 중고나라 앱 : 여우폰 검색 후 가계 검색
＠ 모바일 : 여우폰 검색 후 [글+댓글]로 설정
＠ PC : 하단 배너 클릭",128G
판매(안전) 아이폰11프로 256GB 무음카메라,2024-06-09 13:56:00,350000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────

",Unknown
판매(안전) 아이폰 se1,2024-06-09 13:40:00,130000,"아이폰 se1 로즈골드 무음 판매합니다
해외판입니다
128 기가 배터리 77
전후면 카메라 정상작동합니다
지문인식 가능
초기화 완료 녹테 조금 있습니다
전체적으로 찍힘,기스 거의 없고 깔끔합니다
자세한건 사진 참고해주세요
녹테 조금 있습니다
기기 단품
일반택배,반값택배 가능, 환불,네고 x
인증,안전결제 가능
직거래 부산 1호선 남산역
@@ 안심번호 문자 부탁드립니다@@",Unknown
판매(안전) 아이폰14 128GB 자급제 미개봉 퍼플,2024-06-09 13:22:00,850000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────


아이폰14 128GB 자급제 미개봉 퍼플
직거래위치 구로구 궁동 / 금천구 가산동
안전거래 가능, 택배비 미포함
채팅알림이 잘 뜨지 않아 문자로 주시면 빠른 응답 가능합니다",128GB
판매(안전) 아이폰13프맥 256g 그래파이트(애케플o) 리퍼 후 완전 새상품,2024-06-09 13:14:00,850000,"※ 카페 상품 게시글은 자동으로 중고나라 앱/사이트에 노출합니다. 노출을 원하지 않으실 경우 고객센터로 문의 바랍니다.

───────────────────


아이폰 13 프로 맥스, 256기가, 그래파이트
6월 4일 리퍼 후 활성화만 해본 완전 새상품입니다.
센터에서 활성화 꼭 해봐야한다해서 기본 체크만 해본 완전 새상품입니다. 저는 리퍼 전에 15프로로 갈아타서 리퍼 후 체크 이외에 사용 일절 없었습니다. 당연히 배터리 성능 100퍼고 외관상 하자도 전혀 없습니다.
애케플 7월까지 있습니다.
리퍼 내역서, 기기 일련번호, 배터리 성능, 애케플 보증기간 전체적으로 확인시켜드리겠습니다.
직거래는 광주광역시에서 가능합니다.
안전거래 가능합니다.",256기가
